age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_50K
24,Private,142022,Some_college,10,Never_married,Handlers_cleaners,Own_child,White,Male,0,0,50,United_States,0
38,Private,168407,Some_college,10,Divorced,Adm_clerical,Unmarried,White,Female,5721,0,44,United_States,0
44,Local_gov,141186,Masters,14,Divorced,Prof_specialty,Not_in_family,White,Female,8614,0,35,United_States,1
30,State_gov,137613,Masters,14,Married_civ_spouse,Prof_specialty,Husband,Asian_Pac_Islander,Male,0,0,17,Taiwan,0
38,Local_gov,289430,HS_grad,9,Divorced,Protective_serv,Not_in_family,White,Male,0,0,56,United_States,0
52,Private,127749,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,50,United_States,0
47,Private,230136,HS_grad,9,Married_civ_spouse,Other_service,Husband,Black,Male,0,0,60,United_States,1
35,Private,134367,Assoc_acdm,12,Divorced,Adm_clerical,Unmarried,White,Female,0,0,40,United_States,0
22,Private,164922,HS_grad,9,Married_civ_spouse,Other_service,Husband,White,Male,0,0,40,United_States,0
23,Private,224424,Bachelors,13,Never_married,Other_service,Own_child,White,Male,0,0,40,United_States,0
58,Private,34169,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,3103,0,25,United_States,1
24,Private,91189,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
62,State_gov,200916,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,1
56,Private,169560,HS_grad,9,Never_married,Sales,Own_child,White,Male,0,0,40,United_States,0
45,Private,162494,HS_grad,9,Never_married,Sales,Own_child,White,Female,0,0,19,United_States,0
62,Self_emp_not_inc,159939,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,35,United_States,0
45,Private,272442,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,50,United_States,1
19,Private,63918,Some_college,10,Never_married,Adm_clerical,Not_in_family,White,Male,0,0,40,United_States,0
38,Private,157473,Assoc_voc,11,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,48,United_States,0
55,Private,381965,Bachelors,13,Married_civ_spouse,Craft_repair,Other_relative,White,Male,0,0,40,United_States,0
33,Private,31481,Bachelors,13,Married_spouse_absent,Other_service,Unmarried,White,Female,0,0,24,United_States,0
56,Local_gov,205759,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
37,Private,82622,Some_college,10,Married_civ_spouse,Other_service,Husband,White,Male,0,0,40,United_States,1
46,Federal_gov,341762,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,7688,0,45,United_States,1
53,Private,295896,11th,7,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,45,United_States,0
34,Private,217652,12th,8,Divorced,Machine_op_inspct,Own_child,White,Female,0,0,40,United_States,0
19,?,309284,Some_college,10,Never_married,?,Not_in_family,White,Male,0,0,40,United_States,0
48,State_gov,99086,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Female,0,0,50,United_States,0
56,Self_emp_inc,35723,7th_8th,4,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,50,United_States,1
36,Private,338033,Some_college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United_States,0
21,?,41356,Some_college,10,Never_married,?,Own_child,White,Female,0,0,35,United_States,0
45,Private,149388,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,48,United_States,1
25,Private,108658,HS_grad,9,Never_married,Exec_managerial,Not_in_family,White,Male,0,0,45,United_States,0
32,Private,198660,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
44,Private,242861,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,40,United_States,0
48,Private,98719,HS_grad,9,Widowed,Other_service,Not_in_family,White,Female,0,0,44,United_States,0
20,?,424034,Some_college,10,Never_married,?,Own_child,White,Male,0,0,15,United_States,0
50,Private,173754,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
46,Federal_gov,35136,11th,7,Never_married,Other_service,Other_relative,Black,Male,0,0,40,United_States,0
54,Federal_gov,89705,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,1
39,Private,111000,Masters,14,Never_married,Other_service,Unmarried,White,Female,0,0,35,United_States,0
39,Private,101146,HS_grad,9,Divorced,Prof_specialty,Not_in_family,White,Female,4650,0,40,United_States,0
39,Private,102976,Masters,14,Never_married,Exec_managerial,Not_in_family,White,Male,0,0,50,United_States,1
42,Private,143208,7th_8th,4,Divorced,Other_service,Unmarried,White,Female,0,0,40,?,0
46,Local_gov,140219,Masters,14,Divorced,Prof_specialty,Not_in_family,White,Female,8614,0,55,United_States,1
21,Private,243890,HS_grad,9,Never_married,Other_service,Other_relative,Black,Male,0,0,40,United_States,0
25,Private,154863,HS_grad,9,Never_married,Adm_clerical,Unmarried,Black,Male,0,0,35,United_States,0
46,Private,146195,Assoc_acdm,12,Divorced,Tech_support,Not_in_family,Black,Female,0,0,36,United_States,0
30,Private,196385,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,45,United_States,1
28,Private,30912,Assoc_acdm,12,Never_married,Machine_op_inspct,Not_in_family,White,Male,0,0,40,United_States,0
58,Self_emp_not_inc,106942,Some_college,10,Divorced,Craft_repair,Unmarried,White,Male,0,0,40,United_States,0
35,Private,173586,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,45,United_States,1
34,Private,159255,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,60,United_States,1
31,Local_gov,152109,Some_college,10,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,30,United_States,0
35,Private,319831,HS_grad,9,Divorced,Craft_repair,Not_in_family,White,Male,0,0,60,United_States,0
19,Private,249609,Some_college,10,Never_married,Protective_serv,Own_child,White,Male,0,0,8,United_States,0
43,Self_emp_inc,320984,Some_college,10,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,50,United_States,0
22,Private,216867,5th_6th,3,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,48,Mexico,0
64,?,45817,9th,5,Married_civ_spouse,?,Husband,White,Male,0,0,50,United_States,0
18,?,36064,12th,8,Never_married,?,Own_child,White,Male,0,0,20,United_States,0
47,Private,199832,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
38,Private,172755,HS_grad,9,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,40,United_States,0
34,Private,32528,Assoc_voc,11,Married_spouse_absent,Adm_clerical,Unmarried,White,Female,0,974,40,United_States,0
35,Private,65876,Assoc_voc,11,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,42,United_States,1
23,Local_gov,145112,Bachelors,13,Never_married,Prof_specialty,Own_child,White,Female,0,0,43,United_States,0
45,Self_emp_not_inc,225456,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,50,United_States,1
38,Private,104727,Masters,14,Never_married,Adm_clerical,Not_in_family,White,Female,0,0,40,United_States,0
27,Private,21856,Some_college,10,Never_married,Craft_repair,Not_in_family,Black,Male,0,0,40,United_States,0
33,State_gov,209768,Doctorate,16,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,40,United_States,0
43,Private,182254,Some_college,10,Divorced,Prof_specialty,Unmarried,White,Female,0,0,40,United_States,0
58,Local_gov,160586,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,40,United_States,0
22,Private,379778,HS_grad,9,Never_married,Other_service,Not_in_family,White,Male,0,0,40,United_States,0
35,Private,30565,HS_grad,9,Married_AF_spouse,Other_service,Wife,White,Female,0,0,40,United_States,1
31,Private,318647,11th,7,Never_married,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,0
37,Private,167851,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,50,United_States,0
31,Private,234387,HS_grad,9,Divorced,Exec_managerial,Unmarried,Black,Female,0,0,40,United_States,0
40,Self_emp_not_inc,111971,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,30,United_States,0
45,Private,197038,Bachelors,13,Divorced,Prof_specialty,Not_in_family,White,Male,0,0,50,United_States,1
34,Private,213887,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
19,?,61855,HS_grad,9,Never_married,?,Other_relative,White,Female,0,0,30,United_States,0
20,Private,243878,Some_college,10,Never_married,Craft_repair,Own_child,White,Male,0,0,40,United_States,0
45,Private,154308,Masters,14,Married_civ_spouse,Exec_managerial,Husband,Black,Male,0,0,40,United_States,1
17,Private,82041,11th,7,Never_married,Handlers_cleaners,Own_child,White,Male,0,0,40,Canada,0
44,Private,476391,Some_college,10,Divorced,Farming_fishing,Not_in_family,White,Female,0,0,40,United_States,0
31,Private,422836,5th_6th,3,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,El_Salvador,0
19,Private,316797,7th_8th,4,Married_civ_spouse,Handlers_cleaners,Own_child,White,Male,0,0,45,Mexico,0
44,Local_gov,174684,HS_grad,9,Divorced,Craft_repair,Unmarried,Black,Male,0,0,40,United_States,0
37,Private,38948,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,50,United_States,0
67,?,157403,Prof_school,15,Married_civ_spouse,?,Husband,White,Male,6418,0,10,United_States,1
39,Private,80004,HS_grad,9,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,40,United_States,0
42,Private,219591,Bachelors,13,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,55,United_States,1
24,Private,225724,Bachelors,13,Never_married,Adm_clerical,Own_child,White,Female,0,0,20,United_States,0
49,Local_gov,107231,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,2002,40,United_States,0
42,Private,102085,HS_grad,9,Divorced,Other_service,Own_child,White,Female,0,0,15,United_States,0
33,Private,203463,HS_grad,9,Divorced,Other_service,Own_child,White,Female,0,0,40,United_States,0
58,Private,142724,HS_grad,9,Never_married,Exec_managerial,Not_in_family,White,Female,0,0,43,United_States,0
23,Private,335570,Some_college,10,Never_married,Handlers_cleaners,Own_child,White,Male,0,0,35,United_States,0
37,Private,389725,12th,8,Divorced,Craft_repair,Own_child,White,Male,0,0,35,United_States,0
29,Private,231148,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,50,United_States,1
67,?,209137,Bachelors,13,Married_civ_spouse,?,Husband,White,Male,0,0,40,United_States,0
34,Self_emp_inc,186824,Prof_school,15,Married_civ_spouse,Prof_specialty,Husband,White,Male,15024,0,40,United_States,1
45,Self_emp_not_inc,298130,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,25,United_States,0
40,State_gov,59460,Some_college,10,Divorced,Adm_clerical,Unmarried,White,Female,0,0,38,United_States,0
24,Local_gov,155818,Some_college,10,Married_civ_spouse,Adm_clerical,Wife,White,Female,0,0,44,United_States,0
58,Private,197114,11th,7,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
55,Private,83401,5th_6th,3,Widowed,Machine_op_inspct,Unmarried,White,Female,0,0,40,United_States,0
56,Private,244554,10th,6,Widowed,Machine_op_inspct,Unmarried,Black,Female,0,0,40,United_States,0
53,Private,149220,Masters,14,Married_civ_spouse,Sales,Husband,White,Male,0,0,40,United_States,0
44,Private,303521,Some_college,10,Divorced,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,0
69,State_gov,50468,Prof_school,15,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,34,United_States,1
23,Private,235071,Some_college,10,Never_married,Exec_managerial,Own_child,White,Male,0,0,50,United_States,0
19,Private,120361,HS_grad,9,Never_married,Handlers_cleaners,Own_child,Black,Male,0,0,40,United_States,0
39,Private,219155,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,43,United_States,0
24,Private,102323,HS_grad,9,Never_married,Machine_op_inspct,Own_child,White,Male,0,0,40,United_States,0
27,State_gov,28848,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,9,United_States,0
64,Local_gov,189634,Some_college,10,Widowed,Exec_managerial,Not_in_family,White,Male,0,0,50,United_States,0
34,Private,154548,Some_college,10,Never_married,Adm_clerical,Unmarried,White,Female,0,0,38,United_States,0
34,Self_emp_inc,314375,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,0,0,60,United_States,1
31,Private,169122,Some_college,10,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,50,United_States,0
90,Self_emp_not_inc,82628,HS_grad,9,Never_married,Exec_managerial,Not_in_family,White,Male,2964,0,12,United_States,0
39,Private,173476,Prof_school,15,Married_civ_spouse,Craft_repair,Husband,White,Male,7688,0,40,United_States,1
51,Private,202752,HS_grad,9,Never_married,Craft_repair,Not_in_family,Black,Male,0,0,40,United_States,0
28,Private,67661,Some_college,10,Never_married,Adm_clerical,Other_relative,White,Female,0,0,40,United_States,0
22,Private,176321,7th_8th,4,Never_married,Other_service,Unmarried,White,Female,0,0,40,Mexico,0
27,Private,132267,HS_grad,9,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,40,United_States,1
30,Local_gov,47085,10th,6,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
52,Private,127315,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,United_States,1
77,?,147284,HS_grad,9,Widowed,?,Not_in_family,White,Female,0,0,14,United_States,0
31,Private,143083,Masters,14,Married_civ_spouse,Exec_managerial,Wife,White,Female,0,0,40,United_States,1
40,State_gov,243664,Bachelors,13,Married_civ_spouse,Prof_specialty,Wife,Black,Female,0,0,40,United_States,0
29,Private,232666,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
25,Private,175128,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,40,United_States,0
44,Local_gov,210527,Some_college,10,Never_married,Other_service,Unmarried,Black,Female,0,0,40,United_States,0
25,Private,196947,Bachelors,13,Never_married,Sales,Own_child,White,Female,0,0,40,United_States,0
34,Private,100734,HS_grad,9,Divorced,Tech_support,Unmarried,White,Female,0,0,40,United_States,0
37,Private,94706,Bachelors,13,Never_married,Prof_specialty,Own_child,Amer_Indian_Eskimo,Male,27828,0,40,United_States,1
77,Private,88269,5th_6th,3,Married_civ_spouse,Other_service,Husband,White,Male,0,0,20,United_States,0
34,Private,96480,Some_college,10,Separated,Exec_managerial,Unmarried,White,Female,0,0,40,United_States,0
38,Private,259846,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,60,United_States,1
38,Private,326886,Assoc_voc,11,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,45,United_States,1
35,Private,129573,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,65,United_States,0
36,Private,35945,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,50,United_States,1
42,Private,195096,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,4064,0,40,United_States,0
21,Private,140001,Some_college,10,Never_married,Protective_serv,Own_child,White,Male,0,0,40,United_States,0
33,Local_gov,300681,HS_grad,9,Never_married,Other_service,Not_in_family,Black,Male,0,0,40,United_States,0
58,Private,209438,Some_college,10,Divorced,Other_service,Unmarried,Black,Female,0,0,40,United_States,0
23,Federal_gov,320294,HS_grad,9,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,40,United_States,0
41,Private,101593,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,50,United_States,1
22,Private,151790,Some_college,10,Married_civ_spouse,Sales,Wife,White,Female,0,0,30,Germany,0
75,Self_emp_inc,152519,Doctorate,16,Widowed,Prof_specialty,Not_in_family,White,Male,25124,0,20,United_States,1
17,Private,28544,11th,7,Never_married,Sales,Not_in_family,White,Female,0,0,20,United_States,0
33,Private,356823,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Female,10520,0,45,United_States,1
21,Private,195199,HS_grad,9,Never_married,Prof_specialty,Own_child,White,Female,0,0,30,United_States,0
28,Private,257283,HS_grad,9,Never_married,Transport_moving,Own_child,White,Male,0,0,40,United_States,0
49,Private,102092,11th,7,Widowed,Craft_repair,Not_in_family,White,Male,2174,0,40,United_States,0
25,Private,178037,HS_grad,9,Never_married,Sales,Unmarried,White,Male,0,0,40,United_States,0
43,Private,173321,HS_grad,9,Divorced,Adm_clerical,Not_in_family,White,Female,0,0,40,United_States,0
22,Private,51136,Some_college,10,Never_married,Tech_support,Not_in_family,White,Female,0,0,60,United_States,0
27,Private,110622,Bachelors,13,Never_married,Adm_clerical,Not_in_family,Asian_Pac_Islander,Female,0,0,40,Philippines,0
21,Private,185948,Some_college,10,Never_married,Sales,Own_child,White,Male,0,0,35,United_States,0
57,Private,199847,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,15024,0,60,United_States,1
22,Private,157541,HS_grad,9,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,50,United_States,0
38,Private,22245,Some_college,10,Divorced,Exec_managerial,Not_in_family,White,Male,0,0,50,United_States,0
44,Local_gov,212665,Some_college,10,Married_civ_spouse,Protective_serv,Husband,Black,Male,0,0,99,United_States,0
44,Private,214546,Some_college,10,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,48,United_States,1
35,Local_gov,668319,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,1740,80,United_States,0
62,Private,185503,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,50,United_States,1
73,Local_gov,181902,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,10,Poland,1
80,Self_emp_inc,164909,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,99999,0,54,United_States,1
33,Private,172237,Assoc_acdm,12,Married_civ_spouse,Sales,Husband,White,Male,0,0,46,United_States,0
57,Private,46699,HS_grad,9,Married_civ_spouse,Adm_clerical,Wife,White,Female,0,0,40,United_States,0
51,Private,74275,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,0
55,Private,117299,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,7688,0,40,United_States,1
38,State_gov,91670,Some_college,10,Divorced,Prof_specialty,Own_child,Asian_Pac_Islander,Female,0,0,40,United_States,0
26,Self_emp_not_inc,93806,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,0,0,55,United_States,0
36,Self_emp_not_inc,240191,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,Asian_Pac_Islander,Male,41310,0,90,South,0
59,Private,304779,7th_8th,4,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,0
37,Private,588003,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,15024,0,40,United_States,1
34,Private,340458,12th,8,Never_married,Adm_clerical,Unmarried,White,Female,0,0,40,United_States,0
23,Private,103064,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Female,0,0,40,United_States,0
19,State_gov,139091,Some_college,10,Never_married,Other_service,Own_child,Black,Male,0,0,35,United_States,0
40,Self_emp_not_inc,33068,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,50,United_States,0
65,Private,270935,HS_grad,9,Widowed,Craft_repair,Not_in_family,White,Male,0,0,55,United_States,0
60,?,290593,Masters,14,Married_civ_spouse,?,Husband,White,Male,0,0,40,United_States,0
31,Self_emp_not_inc,271173,Some_college,10,Never_married,Craft_repair,Own_child,Black,Male,4650,0,40,United_States,0
33,Private,25610,Assoc_acdm,12,Married_civ_spouse,Sales,Husband,Other,Male,0,0,40,Japan,1
20,Private,403965,Some_college,10,Never_married,Machine_op_inspct,Own_child,White,Male,0,0,35,United_States,0
40,Private,141537,10th,6,Divorced,Machine_op_inspct,Not_in_family,Black,Female,0,0,40,United_States,0
32,Private,153353,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,1
65,Private,255386,HS_grad,9,Never_married,Craft_repair,Other_relative,Asian_Pac_Islander,Male,0,0,40,Cambodia,0
47,Private,46537,HS_grad,9,Never_married,Other_service,Not_in_family,White,Female,0,0,40,United_States,0
30,Private,119422,Assoc_voc,11,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,40,United_States,0
41,Private,230961,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,40,United_States,0
28,Private,25955,Assoc_voc,11,Divorced,Craft_repair,Not_in_family,Amer_Indian_Eskimo,Male,0,0,40,United_States,0
57,Private,211804,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,3103,0,50,United_States,1
35,Private,261241,HS_grad,9,Divorced,Transport_moving,Not_in_family,White,Male,0,1741,60,United_States,0
66,Local_gov,75134,HS_grad,9,Widowed,Adm_clerical,Unmarried,White,Female,0,0,25,United_States,0
37,Private,99146,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,1977,50,United_States,1
47,Private,103757,Assoc_acdm,12,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
18,?,220168,Some_college,10,Never_married,?,Own_child,White,Male,0,0,16,United_States,0
27,Private,305647,Assoc_acdm,12,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,40,United_States,1
48,Private,108993,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,45,United_States,1
57,Self_emp_inc,412952,Some_college,10,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,United_States,0
43,State_gov,270721,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,55,United_States,1
44,Private,278476,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,0,0,60,United_States,1
36,Private,126675,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,1977,50,United_States,1
41,Private,163322,Bachelors,13,Divorced,Tech_support,Not_in_family,White,Female,0,0,30,?,0
39,State_gov,119421,HS_grad,9,Separated,Adm_clerical,Unmarried,White,Female,0,625,35,United_States,0
31,Private,34572,Assoc_voc,11,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,45,United_States,0
22,Federal_gov,100345,HS_grad,9,Never_married,Handlers_cleaners,Own_child,White,Male,0,0,43,United_States,0
52,Private,89054,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
51,Private,179479,HS_grad,9,Widowed,Exec_managerial,Not_in_family,White,Female,3325,0,40,Yugoslavia,0
18,Private,280603,11th,7,Never_married,Sales,Own_child,White,Female,0,0,30,United_States,0
53,Private,228752,HS_grad,9,Separated,Machine_op_inspct,Not_in_family,Black,Female,0,0,40,United_States,0
32,Private,181091,Bachelors,13,Never_married,Sales,Own_child,White,Male,13550,0,35,United_States,1
35,Private,136343,HS_grad,9,Never_married,Sales,Not_in_family,White,Male,0,0,40,United_States,0
54,Local_gov,217210,Masters,14,Married_civ_spouse,Prof_specialty,Wife,Black,Female,0,1887,38,United_States,1
39,State_gov,235379,Assoc_acdm,12,Divorced,Prof_specialty,Not_in_family,White,Female,0,0,40,United_States,0
37,Private,139684,HS_grad,9,Divorced,Machine_op_inspct,Not_in_family,White,Male,0,0,45,United_States,0
29,Private,131088,HS_grad,9,Never_married,Handlers_cleaners,Own_child,White,Male,0,0,25,United_States,0
49,Private,186256,Prof_school,15,Married_civ_spouse,Sales,Husband,White,Male,0,0,40,United_States,1
19,State_gov,116385,Assoc_acdm,12,Never_married,Adm_clerical,Own_child,White,Female,0,0,18,United_States,0
24,Private,179423,HS_grad,9,Never_married,Adm_clerical,Own_child,White,Female,0,0,40,United_States,0
33,Private,224258,7th_8th,4,Never_married,Farming_fishing,Not_in_family,White,Male,0,0,40,Mexico,1
32,Private,54782,Some_college,10,Never_married,Prof_specialty,Own_child,White,Female,0,0,40,United_States,0
45,State_gov,37672,Assoc_voc,11,Divorced,Tech_support,Unmarried,White,Female,0,0,40,United_States,0
47,Private,26994,Some_college,10,Divorced,Adm_clerical,Not_in_family,White,Female,0,0,35,United_States,0
23,Private,177087,11th,7,Never_married,Adm_clerical,Unmarried,Black,Male,0,0,35,United_States,0
49,?,31478,7th_8th,4,Married_civ_spouse,?,Husband,White,Male,0,0,99,United_States,0
53,Local_gov,137250,Masters,14,Widowed,Prof_specialty,Unmarried,Black,Female,0,1669,35,United_States,0
58,Private,94429,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,1
17,Private,208967,11th,7,Never_married,Sales,Own_child,White,Female,0,0,24,United_States,0
44,Local_gov,124692,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,35,United_States,1
20,Private,184678,HS_grad,9,Never_married,Sales,Not_in_family,White,Female,0,0,32,United_States,0
20,?,137876,Some_college,10,Never_married,?,Own_child,White,Male,0,0,40,United_States,0
73,Private,336007,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,2246,40,United_States,1
44,Private,279183,Some_college,10,Married_civ_spouse,Other_service,Own_child,White,Female,0,0,40,United_States,1
27,Private,371103,Bachelors,13,Never_married,Adm_clerical,Not_in_family,Black,Female,0,0,40,United_States,0
41,Private,277256,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
20,Private,175069,Some_college,10,Never_married,Sales,Own_child,White,Male,1055,0,30,United_States,0
20,Private,176321,Some_college,10,Never_married,Adm_clerical,Other_relative,White,Female,0,0,20,United_States,0
35,Private,45607,Some_college,10,Never_married,Other_service,Not_in_family,White,Male,0,0,40,United_States,0
64,Private,114994,Some_college,10,Separated,Other_service,Not_in_family,White,Male,0,0,40,United_States,0
29,Private,308136,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
20,Private,24008,Some_college,10,Never_married,Prof_specialty,Own_child,White,Male,0,0,40,United_States,0
39,Private,206520,HS_grad,9,Never_married,Adm_clerical,Not_in_family,White,Male,0,0,45,United_States,0
19,Private,53355,11th,7,Never_married,Sales,Not_in_family,White,Male,0,0,12,United_States,0
48,Local_gov,216689,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
56,Private,204745,Some_college,10,Divorced,Exec_managerial,Not_in_family,White,Female,3325,0,45,United_States,0
41,Private,204682,HS_grad,9,Divorced,Craft_repair,Unmarried,White,Male,2174,0,40,Japan,0
40,Private,338740,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,0
31,Private,150553,Assoc_acdm,12,Never_married,Tech_support,Not_in_family,Asian_Pac_Islander,Female,0,0,40,United_States,0
54,Private,212960,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,0,0,35,United_States,1
34,Local_gov,191957,Bachelors,13,Married_civ_spouse,Craft_repair,Husband,Black,Male,0,0,45,United_States,1
35,Private,190194,HS_grad,9,Never_married,Adm_clerical,Not_in_family,White,Female,0,0,40,United_States,0
27,Private,244751,HS_grad,9,Never_married,Adm_clerical,Own_child,Other,Male,0,0,40,United_States,0
57,Private,98926,Some_college,10,Widowed,Tech_support,Not_in_family,White,Female,0,0,16,United_States,0
50,?,346014,7th_8th,4,Separated,?,Own_child,White,Female,0,0,20,United_States,0
39,Federal_gov,33289,HS_grad,9,Widowed,Prof_specialty,Unmarried,White,Female,0,0,60,United_States,0
81,Self_emp_not_inc,137018,HS_grad,9,Widowed,Adm_clerical,Not_in_family,White,Female,0,0,20,United_States,0
